,product,price,quantity,date,region,sales
1158,pink morsel,3,570,22-11-2018,east,1710
1159,pink morsel,3,579,22-11-2018,west,1737
1160,pink morsel,3,593,23-11-2018,north,1779
1161,pink morsel,3,581,23-11-2018,south,1743
1162,pink morsel,3,520,23-11-2018,east,1560
1163,pink morsel,3,573,23-11-2018,west,1719
1164,pink morsel,3,563,24-11-2018,north,1689
1165,pink morsel,3,535,24-11-2018,south,1605
1166,pink morsel,3,561,24-11-2018,east,1683
1167,pink morsel,3,506,24-11-2018,west,1518
1168,pink morsel,3,555,25-11-2018,north,1665
1169,pink morsel,3,557,25-11-2018,south,1671
1170,pink morsel,3,568,25-11-2018,east,1704
1171,pink morsel,3,577,25-11-2018,west,1731
1172,pink morsel,3,551,26-11-2018,north,1653
1173,pink morsel,3,514,26-11-2018,south,1542
1174,pink morsel,3,553,26-11-2018,east,1659
1175,pink morsel,3,550,26-11-2018,west,1650
1176,pink morsel,3,591,27-11-2018,north,1773
1177,pink morsel,3,549,27-11-2018,south,1647
1178,pink morsel,3,575,27-11-2018,east,1725
1179,pink morsel,3,548,27-11-2018,west,1644
1180,pink morsel,3,589,28-11-2018,north,1767
1181,pink morsel,3,576,28-11-2018,south,1728
1182,pink morsel,3,573,28-11-2018,east,1719
1183,pink morsel,3,559,28-11-2018,west,1677
1184,pink morsel,3,562,29-11-2018,north,1686
1185,pink morsel,3,509,29-11-2018,south,1527
1186,pink morsel,3,563,29-11-2018,east,1689
1187,pink morsel,3,562,29-11-2018,west,1686
1188,pink morsel,3,547,30-11-2018,north,1641
1189,pink morsel,3,555,30-11-2018,south,1665
1190,pink morsel,3,585,30-11-2018,east,1755
1191,pink morsel,3,517,30-11-2018,west,1551
1192,pink morsel,3,555,01-12-2018,north,1665
1193,pink morsel,3,509,01-12-2018,south,1527
1194,pink morsel,3,512,01-12-2018,east,1536
1195,pink morsel,3,552,01-12-2018,west,1656
1196,pink morsel,3,521,02-12-2018,north,1563
1197,pink morsel,3,518,02-12-2018,south,1554
1198,pink morsel,3,534,02-12-2018,east,1602
1199,pink morsel,3,579,02-12-2018,west,1737
1200,pink morsel,3,502,03-12-2018,north,1506
1201,pink morsel,3,585,03-12-2018,south,1755
1202,pink morsel,3,524,03-12-2018,east,1572
1203,pink morsel,3,536,03-12-2018,west,1608
1204,pink morsel,3,574,04-12-2018,north,1722
1205,pink morsel,3,596,04-12-2018,south,1788
1206,pink morsel,3,596,04-12-2018,east,1788
1207,pink morsel,3,529,04-12-2018,west,1587
1208,pink morsel,3,559,05-12-2018,north,1677
1209,pink morsel,3,575,05-12-2018,south,1725
1210,pink morsel,3,577,05-12-2018,east,1731
1211,pink morsel,3,506,05-12-2018,west,1518
1212,pink morsel,3,579,06-12-2018,north,1737
1213,pink morsel,3,599,06-12-2018,south,1797
1214,pink morsel,3,554,06-12-2018,east,1662
1215,pink morsel,3,554,06-12-2018,west,1662
1216,pink morsel,3,572,07-12-2018,north,1716
1217,pink morsel,3,532,07-12-2018,south,1596
1218,pink morsel,3,551,07-12-2018,east,1653
1219,pink morsel,3,545,07-12-2018,west,1635
1220,pink morsel,3,594,08-12-2018,north,1782
1221,pink morsel,3,591,08-12-2018,south,1773
1222,pink morsel,3,585,08-12-2018,east,1755
1223,pink morsel,3,573,08-12-2018,west,1719
1224,pink morsel,3,579,09-12-2018,north,1737
1225,pink morsel,3,516,09-12-2018,south,1548
1226,pink morsel,3,555,09-12-2018,east,1665
1227,pink morsel,3,553,09-12-2018,west,1659
1228,pink morsel,3,553,10-12-2018,north,1659
1229,pink morsel,3,525,10-12-2018,south,1575
1230,pink morsel,3,503,10-12-2018,east,1509
1231,pink morsel,3,589,10-12-2018,west,1767
1232,pink morsel,3,503,11-12-2018,north,1509
1233,pink morsel,3,509,11-12-2018,south,1527
1234,pink morsel,3,525,11-12-2018,east,1575
1235,pink morsel,3,540,11-12-2018,west,1620
1236,pink morsel,3,541,12-12-2018,north,1623
1237,pink morsel,3,541,12-12-2018,south,1623
1238,pink morsel,3,591,12-12-2018,east,1773
1239,pink morsel,3,581,12-12-2018,west,1743
1240,pink morsel,3,573,13-12-2018,north,1719
1241,pink morsel,3,594,13-12-2018,south,1782
1242,pink morsel,3,571,13-12-2018,east,1713
1243,pink morsel,3,531,13-12-2018,west,1593
1244,pink morsel,3,572,14-12-2018,north,1716
1245,pink morsel,3,562,14-12-2018,south,1686
1246,pink morsel,3,523,14-12-2018,east,1569
1247,pink morsel,3,568,14-12-2018,west,1704
1248,pink morsel,3,518,15-12-2018,north,1554
1249,pink morsel,3,515,15-12-2018,south,1545
1250,pink morsel,3,529,15-12-2018,east,1587
1251,pink morsel,3,600,15-12-2018,west,1800
1252,pink morsel,3,545,16-12-2018,north,1635
1253,pink morsel,3,540,16-12-2018,south,1620
1254,pink morsel,3,600,16-12-2018,east,1800
1255,pink morsel,3,547,16-12-2018,west,1641
1256,pink morsel,3,545,17-12-2018,north,1635
1257,pink morsel,3,509,17-12-2018,south,1527
1258,pink morsel,3,542,17-12-2018,east,1626
1259,pink morsel,3,572,17-12-2018,west,1716
1260,pink morsel,3,585,18-12-2018,north,1755
1261,pink morsel,3,585,18-12-2018,south,1755
1262,pink morsel,3,535,18-12-2018,east,1605
1263,pink morsel,3,593,18-12-2018,west,1779
1264,pink morsel,3,522,19-12-2018,north,1566
1265,pink morsel,3,522,19-12-2018,south,1566
1266,pink morsel,3,599,19-12-2018,east,1797
1267,pink morsel,3,590,19-12-2018,west,1770
1268,pink morsel,3,577,20-12-2018,north,1731
1269,pink morsel,3,517,20-12-2018,south,1551
1270,pink morsel,3,589,20-12-2018,east,1767
1271,pink morsel,3,542,20-12-2018,west,1626
1272,pink morsel,3,553,21-12-2018,north,1659
1273,pink morsel,3,570,21-12-2018,south,1710
1274,pink morsel,3,514,21-12-2018,east,1542
1275,pink morsel,3,523,21-12-2018,west,1569
1276,pink morsel,3,592,22-12-2018,north,1776
1277,pink morsel,3,526,22-12-2018,south,1578
1278,pink morsel,3,556,22-12-2018,east,1668
1279,pink morsel,3,509,22-12-2018,west,1527
1280,pink morsel,3,590,23-12-2018,north,1770
1281,pink morsel,3,541,23-12-2018,south,1623
1282,pink morsel,3,570,23-12-2018,east,1710
1283,pink morsel,3,577,23-12-2018,west,1731
1284,pink morsel,3,580,24-12-2018,north,1740
1285,pink morsel,3,544,24-12-2018,south,1632
1286,pink morsel,3,573,24-12-2018,east,1719
1287,pink morsel,3,500,24-12-2018,west,1500
1288,pink morsel,3,504,25-12-2018,north,1512
1289,pink morsel,3,535,25-12-2018,south,1605
1290,pink morsel,3,541,25-12-2018,east,1623
1291,pink morsel,3,511,25-12-2018,west,1533
1292,pink morsel,3,561,26-12-2018,north,1683
1293,pink morsel,3,578,26-12-2018,south,1734
1294,pink morsel,3,515,26-12-2018,east,1545
1295,pink morsel,3,529,26-12-2018,west,1587
1296,pink morsel,3,526,27-12-2018,north,1578
1297,pink morsel,3,550,27-12-2018,south,1650
1298,pink morsel,3,544,27-12-2018,east,1632
1299,pink morsel,3,571,27-12-2018,west,1713
1300,pink morsel,3,550,28-12-2018,north,1650
1301,pink morsel,3,598,28-12-2018,south,1794
1302,pink morsel,3,588,28-12-2018,east,1764
1303,pink morsel,3,599,28-12-2018,west,1797
1304,pink morsel,3,542,29-12-2018,north,1626
1305,pink morsel,3,598,29-12-2018,south,1794
1306,pink morsel,3,565,29-12-2018,east,1695
1307,pink morsel,3,580,29-12-2018,west,1740
1308,pink morsel,3,586,30-12-2018,north,1758
1309,pink morsel,3,595,30-12-2018,south,1785
1310,pink morsel,3,533,30-12-2018,east,1599
1311,pink morsel,3,563,30-12-2018,west,1689
1312,pink morsel,3,509,31-12-2018,north,1527
1313,pink morsel,3,570,31-12-2018,south,1710
1314,pink morsel,3,530,31-12-2018,east,1590
1315,pink morsel,3,551,31-12-2018,west,1653
1316,pink morsel,3,506,01-01-2019,north,1518
1317,pink morsel,3,544,01-01-2019,south,1632
1318,pink morsel,3,585,01-01-2019,east,1755
1319,pink morsel,3,517,01-01-2019,west,1551
1320,pink morsel,3,589,02-01-2019,north,1767
1321,pink morsel,3,535,02-01-2019,south,1605
1322,pink morsel,3,564,02-01-2019,east,1692
1323,pink morsel,3,598,02-01-2019,west,1794
1324,pink morsel,3,565,03-01-2019,north,1695
1325,pink morsel,3,579,03-01-2019,south,1737
1326,pink morsel,3,525,03-01-2019,east,1575
1327,pink morsel,3,503,03-01-2019,west,1509
1328,pink morsel,3,530,04-01-2019,north,1590
1329,pink morsel,3,500,04-01-2019,south,1500
1330,pink morsel,3,530,04-01-2019,east,1590
1331,pink morsel,3,546,04-01-2019,west,1638
1332,pink morsel,3,587,05-01-2019,north,1761
1333,pink morsel,3,530,05-01-2019,south,1590
1334,pink morsel,3,575,05-01-2019,east,1725
1335,pink morsel,3,517,05-01-2019,west,1551
1336,pink morsel,3,548,06-01-2019,north,1644
1337,pink morsel,3,593,06-01-2019,south,1779
1338,pink morsel,3,598,06-01-2019,east,1794
1339,pink morsel,3,546,06-01-2019,west,1638
1340,pink morsel,3,548,07-01-2019,north,1644
1341,pink morsel,3,549,07-01-2019,south,1647
1342,pink morsel,3,564,07-01-2019,east,1692
1343,pink morsel,3,541,07-01-2019,west,1623
1344,pink morsel,3,574,08-01-2019,north,1722
1345,pink morsel,3,517,08-01-2019,south,1551
1346,pink morsel,3,577,08-01-2019,east,1731
1347,pink morsel,3,567,08-01-2019,west,1701
1348,pink morsel,3,500,09-01-2019,north,1500
1349,pink morsel,3,588,09-01-2019,south,1764
1350,pink morsel,3,588,09-01-2019,east,1764
1351,pink morsel,3,545,09-01-2019,west,1635
1352,pink morsel,3,589,10-01-2019,north,1767
1353,pink morsel,3,517,10-01-2019,south,1551
1354,pink morsel,3,504,10-01-2019,east,1512
1355,pink morsel,3,562,10-01-2019,west,1686
1356,pink morsel,3,554,11-01-2019,north,1662
1357,pink morsel,3,504,11-01-2019,south,1512
1358,pink morsel,3,536,11-01-2019,east,1608
1359,pink morsel,3,537,11-01-2019,west,1611
1360,pink morsel,3,522,12-01-2019,north,1566
1361,pink morsel,3,591,12-01-2019,south,1773
1362,pink morsel,3,569,12-01-2019,east,1707
1363,pink morsel,3,584,12-01-2019,west,1752
1364,pink morsel,3,517,13-01-2019,north,1551
1365,pink morsel,3,501,13-01-2019,south,1503
1366,pink morsel,3,512,13-01-2019,east,1536
1367,pink morsel,3,576,13-01-2019,west,1728
1368,pink morsel,3,564,14-01-2019,north,1692
1369,pink morsel,3,507,14-01-2019,south,1521
1370,pink morsel,3,566,14-01-2019,east,1698
1371,pink morsel,3,597,14-01-2019,west,1791
1372,pink morsel,3,535,15-01-2019,north,1605
1373,pink morsel,3,587,15-01-2019,south,1761
1374,pink morsel,3,539,15-01-2019,east,1617
1375,pink morsel,3,501,15-01-2019,west,1503
1376,pink morsel,3,516,16-01-2019,north,1548
1377,pink morsel,3,578,16-01-2019,south,1734
1378,pink morsel,3,502,16-01-2019,east,1506
1379,pink morsel,3,511,16-01-2019,west,1533
1380,pink morsel,3,530,17-01-2019,north,1590
1381,pink morsel,3,569,17-01-2019,south,1707
1382,pink morsel,3,503,17-01-2019,east,1509
1383,pink morsel,3,551,17-01-2019,west,1653
1384,pink morsel,3,524,18-01-2019,north,1572
1385,pink morsel,3,521,18-01-2019,south,1563
1386,pink morsel,3,545,18-01-2019,east,1635
1387,pink morsel,3,578,18-01-2019,west,1734
1388,pink morsel,3,529,19-01-2019,north,1587
1389,pink morsel,3,502,19-01-2019,south,1506
1390,pink morsel,3,563,19-01-2019,east,1689
1391,pink morsel,3,567,19-01-2019,west,1701
1392,pink morsel,3,569,20-01-2019,north,1707
1393,pink morsel,3,519,20-01-2019,south,1557
1394,pink morsel,3,574,20-01-2019,east,1722
1395,pink morsel,3,543,20-01-2019,west,1629
1396,pink morsel,3,537,21-01-2019,north,1611
1397,pink morsel,3,505,21-01-2019,south,1515
1398,pink morsel,3,538,21-01-2019,east,1614
1399,pink morsel,3,531,21-01-2019,west,1593
1400,pink morsel,3,573,22-01-2019,north,1719
1401,pink morsel,3,502,22-01-2019,south,1506
1402,pink morsel,3,598,22-01-2019,east,1794
1403,pink morsel,3,577,22-01-2019,west,1731
1404,pink morsel,3,554,23-01-2019,north,1662
1405,pink morsel,3,576,23-01-2019,south,1728
1406,pink morsel,3,521,23-01-2019,east,1563
1407,pink morsel,3,554,23-01-2019,west,1662
1408,pink morsel,3,549,24-01-2019,north,1647
1409,pink morsel,3,546,24-01-2019,south,1638
1410,pink morsel,3,519,24-01-2019,east,1557
1411,pink morsel,3,506,24-01-2019,west,1518
1412,pink morsel,3,520,25-01-2019,north,1560
1413,pink morsel,3,552,25-01-2019,south,1656
1414,pink morsel,3,569,25-01-2019,east,1707
1415,pink morsel,3,589,25-01-2019,west,1767
1416,pink morsel,3,557,26-01-2019,north,1671
1417,pink morsel,3,562,26-01-2019,south,1686
1418,pink morsel,3,551,26-01-2019,east,1653
1419,pink morsel,3,549,26-01-2019,west,1647
1420,pink morsel,3,508,27-01-2019,north,1524
1421,pink morsel,3,501,27-01-2019,south,1503
1422,pink morsel,3,511,27-01-2019,east,1533
1423,pink morsel,3,595,27-01-2019,west,1785
1424,pink morsel,3,577,28-01-2019,north,1731
1425,pink morsel,3,594,28-01-2019,south,1782
1426,pink morsel,3,520,28-01-2019,east,1560
1427,pink morsel,3,594,28-01-2019,west,1782
1428,pink morsel,3,500,29-01-2019,north,1500
1429,pink morsel,3,576,29-01-2019,south,1728
1430,pink morsel,3,535,29-01-2019,east,1605
1431,pink morsel,3,538,29-01-2019,west,1614
1432,pink morsel,3,594,30-01-2019,north,1782
1433,pink morsel,3,546,30-01-2019,south,1638
1434,pink morsel,3,599,30-01-2019,east,1797
1435,pink morsel,3,547,30-01-2019,west,1641
1436,pink morsel,3,550,31-01-2019,north,1650
1437,pink morsel,3,512,31-01-2019,south,1536
1438,pink morsel,3,533,31-01-2019,east,1599
1439,pink morsel,3,580,31-01-2019,west,1740
1440,pink morsel,3,583,01-02-2019,north,1749
1441,pink morsel,3,527,01-02-2019,south,1581
1442,pink morsel,3,554,01-02-2019,east,1662
1443,pink morsel,3,503,01-02-2019,west,1509
1444,pink morsel,3,532,02-02-2019,north,1596
1445,pink morsel,3,546,02-02-2019,south,1638
1446,pink morsel,3,582,02-02-2019,east,1746
1447,pink morsel,3,537,02-02-2019,west,1611
1448,pink morsel,3,534,03-02-2019,north,1602
1449,pink morsel,3,574,03-02-2019,south,1722
1450,pink morsel,3,578,03-02-2019,east,1734
1451,pink morsel,3,583,03-02-2019,west,1749
1452,pink morsel,3,516,04-02-2019,north,1548
1453,pink morsel,3,549,04-02-2019,south,1647
1454,pink morsel,3,520,04-02-2019,east,1560
1455,pink morsel,3,514,04-02-2019,west,1542
1456,pink morsel,3,539,05-02-2019,north,1617
1457,pink morsel,3,553,05-02-2019,south,1659
1458,pink morsel,3,558,05-02-2019,east,1674
1459,pink morsel,3,508,05-02-2019,west,1524
1460,pink morsel,3,517,06-02-2019,north,1551
1461,pink morsel,3,574,06-02-2019,south,1722
1462,pink morsel,3,521,06-02-2019,east,1563
1463,pink morsel,3,564,06-02-2019,west,1692
1464,pink morsel,3,578,07-02-2019,north,1734
1465,pink morsel,3,528,07-02-2019,south,1584
1466,pink morsel,3,554,07-02-2019,east,1662
1467,pink morsel,3,515,07-02-2019,west,1545
1468,pink morsel,3,554,08-02-2019,north,1662
1469,pink morsel,3,538,08-02-2019,south,1614
1470,pink morsel,3,573,08-02-2019,east,1719
1471,pink morsel,3,596,08-02-2019,west,1788
1472,pink morsel,3,593,09-02-2019,north,1779
1473,pink morsel,3,555,09-02-2019,south,1665
1474,pink morsel,3,535,09-02-2019,east,1605
1475,pink morsel,3,547,09-02-2019,west,1641
1476,pink morsel,3,575,10-02-2019,north,1725
1477,pink morsel,3,537,10-02-2019,south,1611
1478,pink morsel,3,520,10-02-2019,east,1560
1479,pink morsel,3,525,10-02-2019,west,1575
1480,pink morsel,3,521,11-02-2019,north,1563
1481,pink morsel,3,591,11-02-2019,south,1773
1482,pink morsel,3,512,11-02-2019,east,1536
1483,pink morsel,3,517,11-02-2019,west,1551
1484,pink morsel,3,524,12-02-2019,north,1572
1485,pink morsel,3,536,12-02-2019,south,1608
1486,pink morsel,3,584,12-02-2019,east,1752
1487,pink morsel,3,578,12-02-2019,west,1734
1488,pink morsel,3,562,13-02-2019,north,1686
1489,pink morsel,3,594,13-02-2019,south,1782
1490,pink morsel,3,500,13-02-2019,east,1500
1491,pink morsel,3,577,13-02-2019,west,1731
1492,pink morsel,3,575,14-02-2019,north,1725
1493,pink morsel,3,526,14-02-2019,south,1578
1494,pink morsel,3,520,14-02-2019,east,1560
1495,pink morsel,3,548,14-02-2019,west,1644
1496,pink morsel,3,522,15-02-2019,north,1566
1497,pink morsel,3,528,15-02-2019,south,1584
1498,pink morsel,3,565,15-02-2019,east,1695
1499,pink morsel,3,578,15-02-2019,west,1734
1500,pink morsel,3,598,16-02-2019,north,1794
1501,pink morsel,3,577,16-02-2019,south,1731
1502,pink morsel,3,558,16-02-2019,east,1674
1503,pink morsel,3,533,16-02-2019,west,1599
1504,pink morsel,3,504,17-02-2019,north,1512
1505,pink morsel,3,551,17-02-2019,south,1653
1506,pink morsel,3,574,17-02-2019,east,1722
1507,pink morsel,3,547,17-02-2019,west,1641
1508,pink morsel,3,565,18-02-2019,north,1695
1509,pink morsel,3,583,18-02-2019,south,1749
1510,pink morsel,3,576,18-02-2019,east,1728
1511,pink morsel,3,588,18-02-2019,west,1764
1512,pink morsel,3,572,19-02-2019,north,1716
1513,pink morsel,3,533,19-02-2019,south,1599
1514,pink morsel,3,532,19-02-2019,east,1596
1515,pink morsel,3,548,19-02-2019,west,1644
1516,pink morsel,3,580,20-02-2019,north,1740
1517,pink morsel,3,547,20-02-2019,south,1641
1518,pink morsel,3,522,20-02-2019,east,1566
1519,pink morsel,3,552,20-02-2019,west,1656
1520,pink morsel,3,533,21-02-2019,north,1599
1521,pink morsel,3,575,21-02-2019,south,1725
1522,pink morsel,3,577,21-02-2019,east,1731
1523,pink morsel,3,573,21-02-2019,west,1719
1524,pink morsel,3,590,22-02-2019,north,1770
1525,pink morsel,3,598,22-02-2019,south,1794
1526,pink morsel,3,575,22-02-2019,east,1725
1527,pink morsel,3,571,22-02-2019,west,1713
1528,pink morsel,3,533,23-02-2019,north,1599
1529,pink morsel,3,581,23-02-2019,south,1743
1530,pink morsel,3,506,23-02-2019,east,1518
1531,pink morsel,3,538,23-02-2019,west,1614
1532,pink morsel,3,564,24-02-2019,north,1692
1533,pink morsel,3,585,24-02-2019,south,1755
1534,pink morsel,3,551,24-02-2019,east,1653
1535,pink morsel,3,508,24-02-2019,west,1524
1536,pink morsel,3,545,25-02-2019,north,1635
1537,pink morsel,3,578,25-02-2019,south,1734
1538,pink morsel,3,571,25-02-2019,east,1713
1539,pink morsel,3,526,25-02-2019,west,1578
1540,pink morsel,3,522,26-02-2019,north,1566
1541,pink morsel,3,551,26-02-2019,south,1653
1542,pink morsel,3,502,26-02-2019,east,1506
1543,pink morsel,3,552,26-02-2019,west,1656
1544,pink morsel,3,531,27-02-2019,north,1593
1545,pink morsel,3,515,27-02-2019,south,1545
1546,pink morsel,3,578,27-02-2019,east,1734
1547,pink morsel,3,545,27-02-2019,west,1635
1548,pink morsel,3,570,28-02-2019,north,1710
1549,pink morsel,3,523,28-02-2019,south,1569
1550,pink morsel,3,577,28-02-2019,east,1731
1551,pink morsel,3,533,28-02-2019,west,1599
1552,pink morsel,3,531,01-03-2019,north,1593
1553,pink morsel,3,569,01-03-2019,south,1707
1554,pink morsel,3,546,01-03-2019,east,1638
1555,pink morsel,3,513,01-03-2019,west,1539
1556,pink morsel,3,594,02-03-2019,north,1782
1557,pink morsel,3,598,02-03-2019,south,1794
1558,pink morsel,3,536,02-03-2019,east,1608
1559,pink morsel,3,563,02-03-2019,west,1689
1560,pink morsel,3,566,03-03-2019,north,1698
1561,pink morsel,3,506,03-03-2019,south,1518
1562,pink morsel,3,531,03-03-2019,east,1593
1563,pink morsel,3,537,03-03-2019,west,1611
1564,pink morsel,3,529,04-03-2019,north,1587
1565,pink morsel,3,562,04-03-2019,south,1686
1566,pink morsel,3,506,04-03-2019,east,1518
1567,pink morsel,3,544,04-03-2019,west,1632
1568,pink morsel,3,522,05-03-2019,north,1566
1569,pink morsel,3,523,05-03-2019,south,1569
1570,pink morsel,3,581,05-03-2019,east,1743
1571,pink morsel,3,519,05-03-2019,west,1557
1572,pink morsel,3,582,06-03-2019,north,1746
1573,pink morsel,3,554,06-03-2019,south,1662
1574,pink morsel,3,558,06-03-2019,east,1674
1575,pink morsel,3,536,06-03-2019,west,1608
1576,pink morsel,3,517,07-03-2019,north,1551
1577,pink morsel,3,527,07-03-2019,south,1581
1578,pink morsel,3,520,07-03-2019,east,1560
1579,pink morsel,3,558,07-03-2019,west,1674
1580,pink morsel,3,507,08-03-2019,north,1521
1581,pink morsel,3,594,08-03-2019,south,1782
1582,pink morsel,3,539,08-03-2019,east,1617
1583,pink morsel,3,599,08-03-2019,west,1797
1584,pink morsel,3,511,09-03-2019,north,1533
1585,pink morsel,3,583,09-03-2019,south,1749
1586,pink morsel,3,552,09-03-2019,east,1656
1587,pink morsel,3,548,09-03-2019,west,1644
1588,pink morsel,3,515,10-03-2019,north,1545
1589,pink morsel,3,592,10-03-2019,south,1776
1590,pink morsel,3,550,10-03-2019,east,1650
1591,pink morsel,3,579,10-03-2019,west,1737
1592,pink morsel,3,553,11-03-2019,north,1659
1593,pink morsel,3,574,11-03-2019,south,1722
1594,pink morsel,3,563,11-03-2019,east,1689
1595,pink morsel,3,564,11-03-2019,west,1692
1596,pink morsel,3,506,12-03-2019,north,1518
1597,pink morsel,3,527,12-03-2019,south,1581
1598,pink morsel,3,542,12-03-2019,east,1626
1599,pink morsel,3,556,12-03-2019,west,1668
1600,pink morsel,3,508,13-03-2019,north,1524
1601,pink morsel,3,599,13-03-2019,south,1797
1602,pink morsel,3,514,13-03-2019,east,1542
1603,pink morsel,3,551,13-03-2019,west,1653
1604,pink morsel,3,559,14-03-2019,north,1677
1605,pink morsel,3,508,14-03-2019,south,1524
1606,pink morsel,3,564,14-03-2019,east,1692
1607,pink morsel,3,568,14-03-2019,west,1704
1608,pink morsel,3,549,15-03-2019,north,1647
1609,pink morsel,3,557,15-03-2019,south,1671
1610,pink morsel,3,521,15-03-2019,east,1563
1611,pink morsel,3,550,15-03-2019,west,1650
1612,pink morsel,3,521,16-03-2019,north,1563
1613,pink morsel,3,560,16-03-2019,south,1680
1614,pink morsel,3,576,16-03-2019,east,1728
1615,pink morsel,3,560,16-03-2019,west,1680
1616,pink morsel,3,561,17-03-2019,north,1683
1617,pink morsel,3,546,17-03-2019,south,1638
1618,pink morsel,3,515,17-03-2019,east,1545
1619,pink morsel,3,557,17-03-2019,west,1671
1620,pink morsel,3,567,18-03-2019,north,1701
1621,pink morsel,3,505,18-03-2019,south,1515
1622,pink morsel,3,588,18-03-2019,east,1764
1623,pink morsel,3,556,18-03-2019,west,1668
1624,pink morsel,3,559,19-03-2019,north,1677
1625,pink morsel,3,584,19-03-2019,south,1752
1626,pink morsel,3,545,19-03-2019,east,1635
1627,pink morsel,3,535,19-03-2019,west,1605
1628,pink morsel,3,545,20-03-2019,north,1635
1629,pink morsel,3,532,20-03-2019,south,1596
1630,pink morsel,3,536,20-03-2019,east,1608
1631,pink morsel,3,593,20-03-2019,west,1779
1632,pink morsel,3,592,21-03-2019,north,1776
1633,pink morsel,3,545,21-03-2019,south,1635
1634,pink morsel,3,597,21-03-2019,east,1791
1635,pink morsel,3,593,21-03-2019,west,1779
1636,pink morsel,3,582,22-03-2019,north,1746
1637,pink morsel,3,515,22-03-2019,south,1545
1638,pink morsel,3,589,22-03-2019,east,1767
1639,pink morsel,3,577,22-03-2019,west,1731
1640,pink morsel,3,578,23-03-2019,north,1734
1641,pink morsel,3,503,23-03-2019,south,1509
1642,pink morsel,3,562,23-03-2019,east,1686
1643,pink morsel,3,599,23-03-2019,west,1797
1644,pink morsel,3,522,24-03-2019,north,1566
1645,pink morsel,3,519,24-03-2019,south,1557
1646,pink morsel,3,599,24-03-2019,east,1797
1647,pink morsel,3,585,24-03-2019,west,1755
1648,pink morsel,3,550,25-03-2019,north,1650
1649,pink morsel,3,500,25-03-2019,south,1500
1650,pink morsel,3,518,25-03-2019,east,1554
1651,pink morsel,3,578,25-03-2019,west,1734
1652,pink morsel,3,567,26-03-2019,north,1701
1653,pink morsel,3,594,26-03-2019,south,1782
1654,pink morsel,3,599,26-03-2019,east,1797
1655,pink morsel,3,519,26-03-2019,west,1557
1656,pink morsel,3,556,27-03-2019,north,1668
1657,pink morsel,3,525,27-03-2019,south,1575
1658,pink morsel,3,536,27-03-2019,east,1608
1659,pink morsel,3,509,27-03-2019,west,1527
1660,pink morsel,3,506,28-03-2019,north,1518
1661,pink morsel,3,503,28-03-2019,south,1509
1662,pink morsel,3,589,28-03-2019,east,1767
1663,pink morsel,3,519,28-03-2019,west,1557
1664,pink morsel,3,535,29-03-2019,north,1605
1665,pink morsel,3,562,29-03-2019,south,1686
1666,pink morsel,3,552,29-03-2019,east,1656
1667,pink morsel,3,551,29-03-2019,west,1653
1668,pink morsel,3,574,30-03-2019,north,1722
1669,pink morsel,3,531,30-03-2019,south,1593
1670,pink morsel,3,519,30-03-2019,east,1557
1671,pink morsel,3,570,30-03-2019,west,1710
1672,pink morsel,3,595,31-03-2019,north,1785
1673,pink morsel,3,570,31-03-2019,south,1710
1674,pink morsel,3,551,31-03-2019,east,1653
1675,pink morsel,3,524,31-03-2019,west,1572
1676,pink morsel,3,504,01-04-2019,north,1512
1677,pink morsel,3,598,01-04-2019,south,1794
1678,pink morsel,3,523,01-04-2019,east,1569
1679,pink morsel,3,536,01-04-2019,west,1608
1680,pink morsel,3,541,02-04-2019,north,1623
1681,pink morsel,3,597,02-04-2019,south,1791
1682,pink morsel,3,595,02-04-2019,east,1785
1683,pink morsel,3,543,02-04-2019,west,1629
1684,pink morsel,3,513,03-04-2019,north,1539
1685,pink morsel,3,542,03-04-2019,south,1626
1686,pink morsel,3,565,03-04-2019,east,1695
1687,pink morsel,3,506,03-04-2019,west,1518
1688,pink morsel,3,510,04-04-2019,north,1530
1689,pink morsel,3,561,04-04-2019,south,1683
1690,pink morsel,3,554,04-04-2019,east,1662
1691,pink morsel,3,544,04-04-2019,west,1632
1692,pink morsel,3,538,05-04-2019,north,1614
1693,pink morsel,3,535,05-04-2019,south,1605
1694,pink morsel,3,554,05-04-2019,east,1662
1695,pink morsel,3,571,05-04-2019,west,1713
1696,pink morsel,3,583,06-04-2019,north,1749
1697,pink morsel,3,571,06-04-2019,south,1713
1698,pink morsel,3,572,06-04-2019,east,1716
1699,pink morsel,3,519,06-04-2019,west,1557
1700,pink morsel,3,535,07-04-2019,north,1605
1701,pink morsel,3,545,07-04-2019,south,1635
1702,pink morsel,3,506,07-04-2019,east,1518
1703,pink morsel,3,544,07-04-2019,west,1632
1704,pink morsel,3,571,08-04-2019,north,1713
1705,pink morsel,3,593,08-04-2019,south,1779
1706,pink morsel,3,581,08-04-2019,east,1743
1707,pink morsel,3,525,08-04-2019,west,1575
1708,pink morsel,3,576,09-04-2019,north,1728
1709,pink morsel,3,573,09-04-2019,south,1719
1710,pink morsel,3,585,09-04-2019,east,1755
1711,pink morsel,3,539,09-04-2019,west,1617
1712,pink morsel,3,514,10-04-2019,north,1542
1713,pink morsel,3,542,10-04-2019,south,1626
1714,pink morsel,3,503,10-04-2019,east,1509
1715,pink morsel,3,546,10-04-2019,west,1638
1716,pink morsel,3,527,11-04-2019,north,1581
